Item_Identifier,Item_Weight,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,regular,Supermarket Type1,Supermarket Type2,Supermarket Type3,food,non-consumable
food,16.35,165.0842,OUT013,0,2,994.7052,35,1,0,1,0,0,1,0
food,9.6,101.299,OUT045,1,1,1754.383,20,1,1,1,0,0,1,0
non-consumable,12.792854228644991,129.9994,OUT027,1,2,3340.9844,37,1,0,0,0,1,0,1
food,13.35,216.7166,OUT045,1,1,3918.8988,20,1,0,1,0,0,1,0
drinks,20.7,76.367,OUT013,0,2,306.268,35,2,0,1,0,0,0,0
food,12.792854228644991,158.4604,OUT027,1,2,4278.4308,37,2,0,0,0,1,1,0
food,16.2,260.6278,OUT045,1,1,4425.5726,20,1,0,1,0,0,1,0
food,12.792854228644991,230.9984,OUT027,1,2,9267.936,37,1,1,0,0,1,1,0
food,12.792854228644991,129.3994,OUT027,1,2,2055.9904,37,1,1,0,0,1,1,0
non-consumable,5.5,101.3016,OUT046,2,0,3339.6528,25,1,0,1,0,0,0,1
food,15.1,221.7456,OUT045,1,1,6410.3224,20,2,1,1,0,0,1,0
food,15.7,122.9046,OUT017,1,1,1992.0736,15,1,1,1,0,0,1,0
food,7.895,104.4332,OUT017,1,1,2870.9296,15,2,1,1,0,0,1,0
food,12.792854228644991,164.5184,OUT027,1,2,2807.0128,37,1,1,0,0,1,1,0
food,17.35,88.183,OUT013,0,2,539.298,35,1,1,1,0,0,1,0
non-consumable,7.285,174.3054,OUT013,0,2,4377.635,35,1,0,1,0,0,0,1
non-consumable,20.25,180.9976,OUT045,1,1,2716.464,20,1,0,1,0,0,0,1
food,12.792854228644991,190.9504,OUT019,2,0,383.5008,37,2,0,0,0,0,1,0
drinks,15.85,59.5904,OUT049,1,0,703.0848,23,2,0,1,0,0,0,0
food,6.17,66.3826,OUT049,1,0,1937.478,23,1,0,1,0,0,1,0
non-consumable,19.5,182.2608,OUT049,1,0,3307.6944,23,1,0,1,0,0,0,1
non-consumable,19.2,197.611,OUT049,1,0,3142.576,23,2,0,1,0,0,0,1
food,16.7,181.2292,OUT018,1,2,2554.0088,13,1,0,0,1,0,1,0
food,20.85,104.0648,OUT018,1,2,1869.5664,13,1,1,0,1,0,1,0
food,14.5,260.4594,OUT045,1,1,5494.8474,20,1,1,1,0,0,1,0
food,11.395,233.1616,OUT013,0,2,6093.4016,35,2,1,1,0,0,1,0
drinks,7.97,174.0422,OUT046,2,0,2586.633,25,1,0,1,0,0,0,0
food,7.71,55.2956,OUT049,1,0,1255.6988,23,2,1,1,0,0,1,0
food,19.25,141.7496,OUT046,2,0,4093.3384,25,1,1,1,0,0,1,0
food,7.075,142.2128,OUT046,2,0,3163.8816,25,1,0,1,0,0,1,0
food,12.792854228644991,166.0816,OUT027,1,2,5033.448,37,2,1,0,0,1,1,0
food,11.6,79.9276,OUT046,2,0,1137.1864,25,2,1,1,0,0,1,0
food,12.792854228644991,98.77,OUT027,1,2,2696.49,37,0,0,0,0,1,1,0
drinks,12.1,178.566,OUT018,1,2,898.83,13,1,0,0,1,0,0,0
non-consumable,10.0,118.244,OUT046,2,0,2756.412,25,2,0,1,0,0,0,1
food,14.35,81.896,OUT045,1,1,878.856,20,2,0,1,0,0,1,0
food,10.395,58.222,OUT049,1,0,659.142,23,2,0,1,0,0,1,0
food,12.792854228644991,182.6292,OUT019,2,0,182.4292,37,0,0,0,0,0,1,0
food,8.1,211.4902,OUT013,0,2,3610.6334,35,2,0,1,0,0,1,0
food,8.05,256.4646,OUT035,2,1,5153.292,18,2,1,1,0,0,1,0
food,9.195,108.7596,OUT017,1,1,2588.6304,15,2,1,1,0,0,1,0
food,20.7,212.5876,OUT018,1,2,1286.3256,13,1,1,0,1,0,1,0
food,15.7,110.1544,OUT017,1,1,1230.3984,15,2,1,1,0,0,1,0
food,12.792854228644991,60.2194,OUT027,1,2,1733.7432,37,1,1,0,0,1,1,0
non-consumable,12.792854228644991,193.8162,OUT019,2,0,384.8324,37,1,0,0,0,0,0,1
non-consumable,16.5,180.0318,OUT045,1,1,3969.4996,20,1,0,1,0,0,0,1
food,9.0,176.437,OUT035,2,1,7763.228,18,2,0,1,0,0,1,0
food,6.785,41.2112,OUT013,0,2,809.6128,35,1,1,1,0,0,1,0
food,19.5,178.6002,OUT018,1,2,1253.7014,13,2,0,0,1,0,1,0
food,7.575,195.2768,OUT046,2,0,5715.2272,25,1,0,1,0,0,1,0
food,18.2,57.7904,OUT013,0,2,1464.76,35,1,1,1,0,0,1,0
food,16.75,169.8106,OUT013,0,2,3251.1014,35,1,0,1,0,0,1,0
food,7.47,214.3218,OUT035,2,1,4274.436,18,1,1,1,0,0,1,0
food,12.792854228644991,231.7958,OUT027,1,2,5375.0034,37,1,1,0,0,1,1,0
food,12.792854228644991,38.019,OUT027,1,2,1318.284,37,0,0,0,0,1,1,0
food,13.85,119.4124,OUT018,1,2,2251.7356,13,2,1,0,1,0,1,0
food,6.635,37.4506,OUT017,1,1,1176.4686,15,1,1,1,0,0,1,0
food,6.11,130.4968,OUT046,2,0,3523.4136,25,2,1,1,0,0,1,0
food,15.25,86.2198,OUT035,2,1,610.5386,18,1,0,1,0,0,1,0
food,15.85,96.4094,OUT035,2,1,1237.7222,18,1,0,1,0,0,1,0
food,15.2,235.1248,OUT010,1,2,474.0496,24,1,0,0,0,0,1,0
food,12.792854228644991,52.6666,OUT027,1,2,717.7324,37,1,1,0,0,1,1,0
drinks,20.75,150.5024,OUT046,2,0,2580.6408,25,1,0,1,0,0,0,0
food,10.195,143.2154,OUT046,2,0,2552.6772,25,0,0,1,0,0,1,0
food,7.605,164.021,OUT045,1,1,3914.904,20,2,0,1,0,0,1,0
food,18.0,88.5514,OUT046,2,0,796.9626,25,0,1,1,0,0,1,0
food,12.792854228644991,228.9352,OUT019,2,0,916.1408,37,0,0,0,0,0,1,0
non-consumable,18.35,191.3504,OUT045,1,1,3259.7568,20,2,0,1,0,0,0,1
food,6.59,84.8908,OUT049,1,0,1677.816,23,2,0,1,0,0,1,0
food,13.8,230.0984,OUT049,1,0,3707.1744,23,1,1,1,0,0,1,0
food,21.2,173.5738,OUT046,2,0,2954.1546,25,1,1,1,0,0,1,0
food,10.5,166.4842,OUT018,1,2,2652.5472,13,1,1,0,1,0,1,0
non-consumable,8.97,52.7956,OUT045,1,1,1037.3164,20,2,0,1,0,0,0,1
non-consumable,12.792854228644991,50.9666,OUT027,1,2,717.7324,37,1,0,0,0,1,0,1
non-consumable,10.6,86.1224,OUT045,1,1,426.112,20,1,0,1,0,0,0,1
food,13.65,231.1668,OUT035,2,1,6911.004,18,1,0,1,0,0,1,0
non-consumable,19.0,211.0244,OUT046,2,0,3811.0392,25,1,0,1,0,0,0,1
food,12.792854228644991,115.3518,OUT027,1,2,2277.036,37,1,1,0,0,1,1,0
food,12.792854228644991,48.9034,OUT019,2,0,48.6034,37,2,0,0,0,0,1,0
food,6.865,212.8218,OUT049,1,0,5770.4886,23,1,0,1,0,0,1,0
food,10.8,40.2138,OUT046,2,0,690.4346,25,1,1,1,0,0,1,0
food,16.7,110.2886,OUT013,0,2,1890.2062,35,1,0,1,0,0,1,0
drinks,12.792854228644991,126.2336,OUT027,1,2,3195.84,37,2,0,0,0,1,0,0
food,15.15,150.1708,OUT046,2,0,1504.708,25,1,0,1,0,0,1,0
non-consumable,10.5,238.3248,OUT010,1,2,711.0744,24,1,0,0,0,0,0,1
food,17.6,174.2422,OUT018,1,2,4311.055,13,1,0,0,1,0,1,0
food,19.35,175.4738,OUT046,2,0,521.3214,25,1,0,1,0,0,1,0
non-consumable,15.7,59.4562,OUT046,2,0,829.5868,25,0,0,1,0,0,0,1
food,18.1,155.5288,OUT017,1,1,1571.288,15,0,0,1,0,0,1,0
food,10.195,239.6538,OUT035,2,1,2403.538,18,1,1,1,0,0,1,0
food,12.792854228644991,41.6454,OUT019,2,0,83.8908,37,1,0,0,0,0,1,0
food,6.655,211.0586,OUT045,1,1,844.2344,20,1,0,1,0,0,1,0
non-consumable,19.0,127.3336,OUT017,1,1,2940.1728,15,1,0,1,0,0,0,1
food,7.075,98.0068,OUT010,1,2,291.6204,24,1,0,0,0,0,1,0
food,13.15,181.2976,OUT045,1,1,3259.7568,20,1,0,1,0,0,1,0
food,20.1,226.8036,OUT049,1,0,3415.554,23,1,1,1,0,0,1,0
food,20.35,256.7672,OUT018,1,2,5624.6784,13,1,1,0,1,0,1,0
non-consumable,18.85,190.1846,OUT049,1,0,6687.961,23,1,0,1,0,0,0,1
food,16.35,227.1062,OUT049,1,0,5642.655,23,1,1,1,0,0,1,0
food,11.3,196.2426,OUT018,1,2,4943.565,13,1,0,0,1,0,1,0
food,17.5,182.6266,OUT018,1,2,3135.2522,13,1,0,0,1,0,1,0
food,18.0,87.4514,OUT045,1,1,796.9626,20,0,1,1,0,0,1,0
food,7.935,51.535,OUT045,1,1,848.895,20,1,0,1,0,0,1,0
food,12.792854228644991,37.3164,OUT019,2,0,38.6164,37,0,0,0,0,0,1,0
food,20.25,184.5924,OUT046,2,0,4997.4948,25,1,1,1,0,0,1,0
food,15.5,149.1418,OUT049,1,0,588.5672,23,0,1,1,0,0,1,0
drinks,12.792854228644991,91.812,OUT019,2,0,372.848,37,1,0,0,0,0,0,0
drinks,15.35,218.0508,OUT013,0,2,3038.7112,35,1,0,1,0,0,0,0
non-consumable,10.1,200.2084,OUT046,2,0,1587.2672,25,1,0,1,0,0,0,1
food,16.7,115.4176,OUT045,1,1,687.1056,20,1,1,1,0,0,1,0
food,20.7,213.4876,OUT049,1,0,1929.4884,23,1,1,1,0,0,1,0
food,16.0,223.8404,OUT013,0,2,3600.6464,35,1,0,1,0,0,1,0
food,14.0,180.7634,OUT046,2,0,2181.1608,25,1,0,1,0,0,1,0
food,12.85,181.4318,OUT046,2,0,3428.2042,25,1,0,1,0,0,1,0
food,20.85,105.6648,OUT045,1,1,623.1888,20,1,1,1,0,0,1,0
non-consumable,12.35,120.5124,OUT049,1,0,2133.2232,23,0,0,1,0,0,0,1
food,6.85,261.6594,OUT018,1,2,3401.5722,13,1,0,0,1,0,1,0
food,10.3,101.0042,OUT035,2,1,1289.6546,18,1,0,1,0,0,1,0
food,12.792854228644991,49.6008,OUT019,2,0,50.6008,37,0,1,0,0,0,1,0
drinks,8.775,45.9428,OUT013,0,2,790.9704,35,1,0,1,0,0,0,0
non-consumable,18.85,129.2626,OUT017,1,1,3147.9024,15,1,0,1,0,0,0,1
non-consumable,12.792854228644991,56.7614,OUT027,1,2,2486.763,37,1,0,0,0,1,0,1
food,14.85,141.0812,OUT035,2,1,1139.8496,18,2,0,1,0,0,1,0
food,20.5,84.3592,OUT046,2,0,1816.3024,25,1,1,1,0,0,1,0
food,7.84,51.935,OUT018,1,2,199.74,13,0,1,0,1,0,1,0
food,18.25,196.7452,OUT045,1,1,978.726,20,2,0,1,0,0,1,0
food,10.3,85.854,OUT013,0,2,2683.174,35,1,1,1,0,0,1,0
non-consumable,12.5,169.9448,OUT035,2,1,2897.5616,18,2,0,1,0,0,0,1
food,12.792854228644991,260.5594,OUT027,1,2,9158.079,37,2,0,0,0,1,1,0
food,20.25,93.212,OUT046,2,0,1957.452,25,2,1,1,0,0,1,0
drinks,12.792854228644991,40.2822,OUT027,1,2,1296.3126,37,1,1,0,0,1,0,0
non-consumable,15.0,140.3838,OUT013,0,2,2528.7084,35,1,0,1,0,0,0,1
food,8.325,38.7138,OUT013,0,2,284.2966,35,1,0,1,0,0,1,0
food,15.85,38.6506,OUT017,1,1,759.012,15,2,0,1,0,0,1,0
food,13.1,117.3782,OUT046,2,0,1787.673,25,1,0,1,0,0,1,0
non-consumable,6.26,111.3228,OUT017,1,1,2431.5016,15,1,0,1,0,0,0,1
drinks,17.25,173.1764,OUT018,1,2,4466.1864,13,1,0,0,1,0,0,0
food,5.765,119.9098,OUT035,2,1,2048.6666,18,2,0,1,0,0,1,0
non-consumable,13.6,175.437,OUT013,0,2,1940.807,35,1,0,1,0,0,0,1
food,10.5,88.783,OUT017,1,1,2067.309,15,1,0,1,0,0,1,0
food,7.975,85.125,OUT045,1,1,2663.2,20,1,0,1,0,0,1,0
food,12.65,192.1846,OUT018,1,2,1146.5076,13,2,1,0,1,0,1,0
non-consumable,12.3,247.846,OUT045,1,1,3448.844,20,2,0,1,0,0,0,1
food,5.985,184.8924,OUT045,1,1,1665.8316,20,1,0,1,0,0,1,0
food,12.792854228644991,184.7266,OUT027,1,2,8114.7704,37,1,0,0,0,1,1,0
food,15.15,132.5284,OUT049,1,0,1713.7692,23,1,1,1,0,0,1,0
food,12.35,56.4246,OUT046,2,0,810.9444,25,1,0,1,0,0,1,0
food,14.3,84.9224,OUT046,2,0,1193.1136,25,2,0,1,0,0,1,0
non-consumable,8.695,93.4094,OUT035,2,1,856.8846,18,2,0,1,0,0,0,1
food,16.35,163.8842,OUT010,1,2,165.7842,24,1,0,0,0,0,1,0
food,6.135,151.3366,OUT045,1,1,1057.9562,20,1,1,1,0,0,1,0
non-consumable,19.5,185.0608,OUT045,1,1,2205.1296,20,1,0,1,0,0,0,1
food,9.5,182.3608,OUT013,0,2,2940.1728,35,1,1,1,0,0,1,0
drinks,8.895,235.8616,OUT035,2,1,3046.7008,18,2,0,1,0,0,0,0
food,18.25,196.8452,OUT046,2,0,3327.6684,25,1,0,1,0,0,1,0
food,21.35,258.3278,OUT010,1,2,520.6556,24,2,0,0,0,0,1,0
food,19.7,174.837,OUT035,2,1,2999.429,18,2,0,1,0,0,1,0
food,12.792854228644991,90.0804,OUT027,1,2,2113.2492,37,1,0,0,0,1,1,0
food,16.6,117.8466,OUT045,1,1,942.7728,20,2,0,1,0,0,1,0
food,12.792854228644991,74.0354,OUT019,2,0,75.2354,37,0,0,0,0,0,1,0
food,10.895,133.6284,OUT046,2,0,1581.9408,25,1,0,1,0,0,1,0
food,12.792854228644991,37.4506,OUT019,2,0,37.9506,37,0,1,0,0,0,1,0
non-consumable,12.792854228644991,151.3024,OUT019,2,0,151.8024,37,2,0,0,0,0,0,1
food,12.792854228644991,248.8092,OUT027,1,2,3486.1288,37,1,1,0,0,1,1,0
non-consumable,8.51,195.2478,OUT017,1,1,4262.4516,15,1,0,1,0,0,0,1
food,14.15,243.9828,OUT010,1,2,731.0484,24,1,0,0,0,0,1,0
food,6.65,128.8678,OUT035,2,1,1398.8458,18,2,0,1,0,0,1,0
food,15.25,177.966,OUT049,1,0,2336.958,23,2,1,1,0,0,1,0
food,18.25,196.5452,OUT013,0,2,2348.9424,35,2,0,1,0,0,1,0
food,12.792854228644991,196.8768,OUT027,1,2,7094.7648,37,2,1,0,0,1,1,0
food,16.0,87.4856,OUT035,2,1,1054.6272,18,2,1,1,0,0,1,0
non-consumable,19.2,127.831,OUT045,1,1,1298.31,20,1,0,1,0,0,0,1
non-consumable,12.15,117.815,OUT017,1,1,2330.3,15,1,0,1,0,0,0,1
food,8.895,208.9954,OUT049,1,0,4584.6988,23,1,0,1,0,0,1,0
food,16.0,76.1986,OUT017,1,1,1869.5664,15,2,1,1,0,0,1,0
food,12.792854228644991,106.928,OUT027,1,2,2876.256,37,1,0,0,0,1,1,0
food,9.195,43.6744,OUT018,1,2,407.4696,13,1,0,0,1,0,1,0
food,11.35,201.0742,OUT018,1,2,2189.8162,13,1,1,0,1,0,1,0
non-consumable,10.0,144.0102,OUT017,1,1,1603.9122,15,2,0,1,0,0,0,1
non-consumable,9.395,82.4908,OUT035,2,1,2013.3792,18,1,0,1,0,0,0,1
drinks,12.792854228644991,95.9752,OUT019,2,0,95.8752,37,2,0,0,0,0,0,0
food,20.75,192.8478,OUT010,1,2,774.9912,24,0,0,0,0,0,1,0
food,9.8,128.402,OUT045,1,1,2403.538,20,1,0,1,0,0,1,0
food,5.695,258.5646,OUT018,1,2,4380.2982,13,2,0,0,1,0,1,0
food,18.2,37.819,OUT045,1,1,219.714,20,0,0,1,0,0,1,0
food,19.35,49.2034,OUT013,0,2,729.051,35,2,1,1,0,0,1,0
drinks,18.35,106.6938,OUT045,1,1,1393.5194,20,1,0,1,0,0,0,0
non-consumable,6.36,163.6526,OUT045,1,1,5262.4832,20,1,0,1,0,0,0,1
drinks,9.8,46.506,OUT018,1,2,372.848,13,1,0,0,1,0,0,0
food,12.792854228644991,99.9042,OUT027,1,2,3273.7386,37,2,1,0,0,1,1,0
non-consumable,12.792854228644991,231.7642,OUT027,1,2,5344.3766,37,1,0,0,0,1,0,1
food,6.635,39.7506,OUT013,0,2,303.6048,35,1,1,1,0,0,1,0
non-consumable,8.93,56.0614,OUT010,1,2,276.307,24,1,0,0,0,0,0,1
food,8.3,38.9506,OUT013,0,2,721.0614,35,1,0,1,0,0,1,0
non-consumable,8.895,112.7544,OUT045,1,1,3467.4864,20,2,0,1,0,0,0,1
food,16.35,225.9062,OUT046,2,0,5416.9488,25,1,1,1,0,0,1,0
non-consumable,8.6,140.5154,OUT018,1,2,283.6308,13,1,0,0,1,0,0,1
non-consumable,12.792854228644991,160.2894,OUT019,2,0,323.5788,37,0,0,0,0,0,0,1
food,19.0,227.772,OUT017,1,1,5206.556,15,2,1,1,0,0,1,0
food,7.56,157.263,OUT045,1,1,2503.408,20,1,0,1,0,0,1,0
food,12.6,104.899,OUT013,0,2,1960.781,35,1,1,1,0,0,1,0
non-consumable,15.6,184.7924,OUT010,1,2,370.1848,24,2,0,0,0,0,0,1
food,18.1,158.1288,OUT049,1,0,3299.7048,23,0,0,1,0,0,1,0
food,13.35,150.2392,OUT017,1,1,2684.5056,15,0,0,1,0,0,1,0
food,16.6,173.3738,OUT046,2,0,2085.2856,25,1,0,1,0,0,1,0
food,6.695,221.9456,OUT035,2,1,2210.456,18,1,0,1,0,0,1,0
food,12.792854228644991,47.4034,OUT027,1,2,2187.153,37,1,1,0,0,1,1,0
food,16.6,57.2614,OUT046,2,0,1049.9666,25,1,0,1,0,0,1,0
non-consumable,15.35,145.047,OUT035,2,1,2719.793,18,1,0,1,0,0,0,1
food,19.7,54.593,OUT010,1,2,56.593,24,2,0,0,0,0,1,0
food,14.3,78.6328,OUT017,1,1,231.6984,15,0,0,1,0,0,1,0
food,12.792854228644991,195.8426,OUT027,1,2,5734.5354,37,2,1,0,0,1,1,0
food,10.0,138.718,OUT013,0,2,1398.18,35,1,0,1,0,0,1,0
drinks,14.8,76.467,OUT035,2,1,1531.34,18,1,0,1,0,0,0,0
food,12.792854228644991,160.692,OUT019,2,0,319.584,37,1,1,0,0,0,1,0
food,8.71,43.8744,OUT049,1,0,633.8416,23,1,1,1,0,0,1,0
food,12.15,252.0698,OUT010,1,2,1014.6792,24,1,0,0,0,0,1,0
non-consumable,17.85,97.0094,OUT045,1,1,2094.6068,20,1,0,1,0,0,0,1
food,9.5,171.3448,OUT049,1,0,2386.2272,23,1,1,1,0,0,1,0
food,11.8,34.7558,OUT035,2,1,780.9834,18,2,1,1,0,0,1,0
food,14.1,139.8496,OUT046,2,0,1693.7952,25,2,0,1,0,0,1,0
food,12.792854228644991,168.4158,OUT019,2,0,334.2316,37,0,0,0,0,0,1,0
food,19.35,168.3816,OUT046,2,0,1342.2528,25,2,1,1,0,0,1,0
food,19.75,190.6872,OUT017,1,1,4916.2672,15,1,0,1,0,0,1,0
food,10.3,78.696,OUT017,1,1,1757.712,15,1,1,1,0,0,1,0
non-consumable,12.792854228644991,108.5912,OUT027,1,2,1637.868,37,2,0,0,0,1,0,1
food,12.792854228644991,84.925,OUT027,1,2,1747.725,37,1,0,0,0,1,1,0
food,10.8,193.4504,OUT017,1,1,2876.256,15,2,0,1,0,0,1,0
food,17.75,139.9838,OUT045,1,1,1966.7732,20,1,1,1,0,0,1,0
drinks,8.575,106.328,OUT018,1,2,958.752,13,1,0,0,1,0,0,0
drinks,19.1,40.2138,OUT010,1,2,81.2276,24,2,0,0,0,0,0,0
food,20.7,123.4388,OUT049,1,0,1238.388,23,2,1,1,0,0,1,0
food,12.792854228644991,157.892,OUT019,2,0,319.584,37,1,0,0,0,0,1,0
food,6.785,211.0928,OUT035,2,1,4418.2488,18,1,1,1,0,0,1,0
drinks,6.57,259.7278,OUT013,0,2,2863.6058,35,2,0,1,0,0,0,0
food,5.78,264.9568,OUT045,1,1,1845.5976,20,2,1,1,0,0,1,0
food,6.92,93.1804,OUT049,1,0,1561.9668,23,0,1,1,0,0,1,0
food,20.25,194.1162,OUT049,1,0,3848.324,23,1,1,1,0,0,1,0
food,13.65,149.005,OUT045,1,1,2097.27,20,1,0,1,0,0,1,0
food,13.5,81.596,OUT017,1,1,639.168,15,1,1,1,0,0,1,0
non-consumable,16.5,92.612,OUT018,1,2,559.272,13,1,0,0,1,0,0,1
food,16.7,146.5102,OUT045,1,1,2770.3938,20,1,1,1,0,0,1,0
food,8.68,99.7384,OUT018,1,2,295.6152,13,1,0,0,1,0,1,0
drinks,12.792854228644991,36.2506,OUT019,2,0,37.9506,37,2,0,0,0,0,0,0
food,7.235,115.2834,OUT018,1,2,1267.0174,13,1,0,0,1,0,1,0
drinks,16.75,39.3822,OUT046,2,0,353.5398,25,1,1,1,0,0,0,0
drinks,15.35,92.112,OUT035,2,1,1118.544,18,2,0,1,0,0,0,0
food,10.8,245.9144,OUT013,0,2,4655.2736,35,1,0,1,0,0,1,0
non-consumable,6.26,110.2228,OUT049,1,0,1547.3192,23,1,0,1,0,0,0,1
food,5.63,105.3306,OUT049,1,0,1045.306,23,1,1,1,0,0,1,0
food,6.92,91.8804,OUT017,1,1,275.6412,15,0,1,1,0,0,1,0
food,12.15,212.0928,OUT018,1,2,2735.1064,13,1,0,0,1,0,1,0
food,16.6,175.5738,OUT045,1,1,347.5476,20,2,0,1,0,0,1,0
food,9.195,182.7634,OUT046,2,0,3817.0314,25,2,0,1,0,0,1,0
food,19.0,104.3622,OUT035,2,1,1905.5196,18,2,0,1,0,0,1,0
food,9.395,83.825,OUT045,1,1,665.8,20,1,0,1,0,0,1,0
non-consumable,9.8,192.1478,OUT013,0,2,2324.9736,35,2,0,1,0,0,0,1
food,12.792854228644991,109.2228,OUT027,1,2,3205.1612,37,2,0,0,0,1,1,0
non-consumable,18.85,189.1846,OUT046,2,0,2101.9306,25,1,0,1,0,0,0,1
non-consumable,9.13,152.3024,OUT045,1,1,1821.6288,20,1,0,1,0,0,0,1
food,9.0,152.2024,OUT017,1,1,3643.2576,15,1,1,1,0,0,1,0
non-consumable,17.1,114.586,OUT035,2,1,2942.836,18,2,0,1,0,0,0,1
food,6.715,40.2454,OUT013,0,2,587.2356,35,2,1,1,0,0,1,0
non-consumable,5.82,167.779,OUT046,2,0,2886.243,25,2,0,1,0,0,0,1
food,18.7,110.2886,OUT045,1,1,2223.772,20,1,0,1,0,0,1,0
food,7.93,123.2414,OUT018,1,2,487.3656,13,1,0,0,1,0,1,0
non-consumable,18.75,211.7218,OUT017,1,1,5770.4886,15,1,0,1,0,0,0,1
food,12.792854228644991,117.7466,OUT027,1,2,1414.1592,37,1,0,0,0,1,1,0
drinks,5.0,188.853,OUT046,2,0,5502.837,25,1,0,1,0,0,0,0
food,7.445,76.8354,OUT046,2,0,2181.8266,25,1,0,1,0,0,1,0
food,20.85,193.9452,OUT046,2,0,1565.9616,25,2,0,1,0,0,1,0
food,20.85,115.1808,OUT018,1,2,1054.6272,13,1,0,0,1,0,1,0
food,19.2,112.9886,OUT049,1,0,1667.829,23,2,0,1,0,0,1,0
non-consumable,17.35,175.6712,OUT046,2,0,2812.3392,25,0,0,1,0,0,0,1
food,14.3,98.1726,OUT035,2,1,489.363,18,1,1,1,0,0,1,0
food,19.5,179.3002,OUT045,1,1,2865.6032,20,2,0,1,0,0,1,0
food,6.675,90.7462,OUT035,2,1,1665.8316,18,1,0,1,0,0,1,0
non-consumable,8.18,143.8154,OUT017,1,1,2694.4926,15,1,0,1,0,0,0,1
food,6.98,83.4934,OUT046,2,0,1555.9746,25,1,0,1,0,0,1,0
food,12.792854228644991,87.9172,OUT027,1,2,3836.3396,37,0,0,0,0,1,1,0
food,16.85,90.7488,OUT045,1,1,543.2928,20,1,0,1,0,0,1,0
non-consumable,14.8,196.3794,OUT013,0,2,1950.794,35,1,0,1,0,0,0,1
food,12.3,57.3562,OUT013,0,2,177.7686,35,1,1,1,0,0,1,0
food,7.435,206.9638,OUT045,1,1,1035.319,20,2,0,1,0,0,1,0
food,15.1,42.8796,OUT035,2,1,949.4308,18,2,1,1,0,0,1,0
food,9.195,160.5578,OUT017,1,1,1283.6624,15,2,1,1,0,0,1,0
drinks,10.1,59.9878,OUT013,0,2,484.7024,35,1,0,1,0,0,0,0
food,16.0,79.5986,OUT013,0,2,934.7832,35,2,1,1,0,0,1,0
food,17.7,48.1034,OUT045,1,1,534.6374,20,1,1,1,0,0,1,0
food,8.1,39.448,OUT049,1,0,878.856,23,0,1,1,0,0,1,0
food,20.6,120.1756,OUT049,1,0,1332.9316,23,2,0,1,0,0,1,0
non-consumable,20.35,127.9678,OUT018,1,2,3560.6984,13,1,0,0,1,0,0,1
food,8.195,93.1462,OUT018,1,2,647.8234,13,1,0,0,1,0,1,0
food,17.75,248.675,OUT045,1,1,4993.5,20,1,0,1,0,0,1,0
food,7.475,240.6854,OUT035,2,1,1691.7978,18,0,0,1,0,0,1,0
food,19.0,188.7214,OUT018,1,2,1695.7926,13,2,1,0,1,0,1,0
food,12.6,124.0072,OUT049,1,0,4042.7376,23,1,1,1,0,0,1,0
food,12.792854228644991,174.837,OUT027,1,2,4763.799,37,1,0,0,0,1,1,0
food,7.895,102.6332,OUT035,2,1,1640.5312,18,2,1,1,0,0,1,0
drinks,12.792854228644991,58.7904,OUT027,1,2,1288.9888,37,2,0,0,0,1,0,0
food,17.1,112.3886,OUT045,1,1,2334.9606,20,2,0,1,0,0,1,0
food,8.355,148.5418,OUT018,1,2,2207.127,13,0,0,0,1,0,1,0
food,12.792854228644991,145.2102,OUT019,2,0,437.4306,37,1,1,0,0,0,1,0
food,18.5,118.4124,OUT013,0,2,2370.248,35,1,0,1,0,0,1,0
food,12.792854228644991,189.9214,OUT027,1,2,5087.3778,37,2,1,0,0,1,1,0
food,8.975,101.899,OUT010,1,2,103.199,24,1,1,0,0,0,1,0
food,10.1,224.4088,OUT046,2,0,4697.8848,25,1,1,1,0,0,1,0
food,9.285,158.6578,OUT013,0,2,2406.867,35,1,1,1,0,0,1,0
food,11.6,238.3222,OUT046,2,0,5736.5328,25,0,1,1,0,0,1,0
food,12.792854228644991,183.4266,OUT027,1,2,7192.6374,37,2,0,0,0,1,1,0
food,12.5,220.7798,OUT018,1,2,6611.394,13,2,0,0,1,0,1,0
food,16.0,142.3496,OUT017,1,1,3246.4408,15,1,0,1,0,0,1,0
drinks,14.15,51.6982,OUT018,1,2,1262.3568,13,1,0,0,1,0,0,0
non-consumable,20.2,94.1462,OUT018,1,2,1758.3778,13,2,0,0,1,0,0,1
food,13.65,211.5902,OUT045,1,1,4672.5844,20,0,1,1,0,0,1,0
non-consumable,17.25,253.1724,OUT017,1,1,3775.086,15,2,0,1,0,0,0,1
drinks,5.655,147.4102,OUT049,1,0,2478.7734,23,0,0,1,0,0,0,0
food,20.75,182.2318,OUT035,2,1,3067.3406,18,2,1,1,0,0,1,0
food,5.175,105.4622,OUT013,0,2,3281.7282,35,1,1,1,0,0,1,0
food,20.0,46.2744,OUT017,1,1,1086.5856,15,1,1,1,0,0,1,0
food,11.8,46.5402,OUT010,1,2,229.701,24,1,0,0,0,0,1,0
food,16.75,102.8674,OUT045,1,1,1528.011,20,1,1,1,0,0,1,0
drinks,18.35,155.034,OUT018,1,2,1990.742,13,1,0,0,1,0,0,0
food,12.8,95.141,OUT046,2,0,868.869,25,2,0,1,0,0,1,0
